Season,Draft position,Team,Player,Position type,Player ID,Simple Position,G,GS,MP,FG,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,eFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015,53,CLE,Sir'Dominic Pointer,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,54,UTA,Dani Diez,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,55,SAS,Cady Lalanne,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,56,NOP,Branden Dawson,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,57,DEN,Nikola Radicevic,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,58,PHI,J.P. Tokoto,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,59,ATL,Dimitrios Agravanis,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,60,PHI,Luka Mitrovic,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,1,CLE,Andrew Wiggins,Top 3,203952,Guard,74.33333333,47.25,30.58333333,5.15,11.96666667,0.426333333,0.991666667,2.716666667,0.346666667,4.15,9.233333333,0.443333333,0.46925,2.675,0.787833333,3.366666667,0.733333333,2.875,3.6,3.9,1.041666667,0.325,2.333333333,2.333333333,13.94166667,14.4,0.233833333,0.516166667,0.281916667,2.7,11.00833333,6.833333333,21.83333333,1.791666667,0.8,14.6,23.15833333,1.175,1.716666667,2.908333333,0.065416667,0.166666667,-0.841666667,-0.675,0.691666667
2014,2,MIL,Jabari Parker,Top 3,203953,Forward,70.26315789,36.47368421,25.66315789,4.315789474,9.589473684,0.447421053,0.305263158,1.042105263,0.197631579,4.010526316,8.552631579,0.464789474,0.463315789,2.205263158,0.704842105,3.042105263,1.589473684,3.5,5.078947368,1.515789474,0.726315789,0.8,1.621052632,2.231578947,11.14210526,14.16315789,0.113315789,0.503210526,0.316105263,7.352631579,15.95789474,11.62105263,9.105263158,1.489473684,2.257894737,12.90526316,21.09473684,1.163157895,1.552631579,2.710526316,0.064473684,-1.615789474,-0.236842105,-1.873684211,0.378947368
2014,3,PHI,Joel Embiid,Top 3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,4,ORL,Aaron Gordon,Lottery,203932,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2014,5,UTA,Dante Exum,Lottery,203957,Guard,66,33.54237288,23.47457627,3.333898305,8.094915254,0.406067797,0.761016949,2.177966102,0.315440678,2.583050847,5.922033898,0.430864407,0.451474576,1.7,0.764745763,2.189830508,0.577966102,1.998305085,2.56440678,2.988135593,0.83220339,0.2,1.628813559,1.898305085,9.111864407,11.95084746,0.269152542,0.495779661,0.273016949,2.786440678,9.63220339,6.166101695,19.31694915,1.772881356,0.652542373,15.31016949,20.10338983,0.683050847,1.006779661,1.689830508,0.041694915,-1.144067797,-1.408474576,-2.559322034,0.171186441
2014,6,BOS,Marcus Smart,Lottery,203935,Guard,66,33.54237288,23.47457627,3.333898305,8.094915254,0.406067797,0.761016949,2.177966102,0.315440678,2.583050847,5.922033898,0.430864407,0.451474576,1.7,0.764745763,2.189830508,0.577966102,1.998305085,2.56440678,2.988135593,0.83220339,0.2,1.628813559,1.898305085,9.111864407,11.95084746,0.269152542,0.495779661,0.273016949,2.786440678,9.63220339,6.166101695,19.31694915,1.772881356,0.652542373,15.31016949,20.10338983,0.683050847,1.006779661,1.689830508,0.041694915,-1.144067797,-1.408474576,-2.559322034,0.171186441
2014,7,LAL,Julius Randle,Lottery,203944,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2014,8,SAC,Nik Stauskas,Lottery,203917,Guard,66,33.54237288,23.47457627,3.333898305,8.094915254,0.406067797,0.761016949,2.177966102,0.315440678,2.583050847,5.922033898,0.430864407,0.451474576,1.7,0.764745763,2.189830508,0.577966102,1.998305085,2.56440678,2.988135593,0.83220339,0.2,1.628813559,1.898305085,9.111864407,11.95084746,0.269152542,0.495779661,0.273016949,2.786440678,9.63220339,6.166101695,19.31694915,1.772881356,0.652542373,15.31016949,20.10338983,0.683050847,1.006779661,1.689830508,0.041694915,-1.144067797,-1.408474576,-2.559322034,0.171186441
2014,9,CHH,Noah Vonleh,Lottery,203943,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2014,10,PHI,Elfrid Payton,Lottery,203901,Guard,66,33.54237288,23.47457627,3.333898305,8.094915254,0.406067797,0.761016949,2.177966102,0.315440678,2.583050847,5.922033898,0.430864407,0.451474576,1.7,0.764745763,2.189830508,0.577966102,1.998305085,2.56440678,2.988135593,0.83220339,0.2,1.628813559,1.898305085,9.111864407,11.95084746,0.269152542,0.495779661,0.273016949,2.786440678,9.63220339,6.166101695,19.31694915,1.772881356,0.652542373,15.31016949,20.10338983,0.683050847,1.006779661,1.689830508,0.041694915,-1.144067797,-1.408474576,-2.559322034,0.171186441
2014,11,DEN,Doug McDermott,Lottery,203926,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2014,12,ORL,Dario Saric,Lottery,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,13,MIN,Zach LaVine,Lottery,203897,Guard,66,33.54237288,23.47457627,3.333898305,8.094915254,0.406067797,0.761016949,2.177966102,0.315440678,2.583050847,5.922033898,0.430864407,0.451474576,1.7,0.764745763,2.189830508,0.577966102,1.998305085,2.56440678,2.988135593,0.83220339,0.2,1.628813559,1.898305085,9.111864407,11.95084746,0.269152542,0.495779661,0.273016949,2.786440678,9.63220339,6.166101695,19.31694915,1.772881356,0.652542373,15.31016949,20.10338983,0.683050847,1.006779661,1.689830508,0.041694915,-1.144067797,-1.408474576,-2.559322034,0.171186441
2014,14,PHO,T.J. Warren,Lottery,203933,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2014,15,ATL,Adreian Payne,Lottery,203940,Forward,59.45454545,22.14285714,19.19090909,2.728571429,6.206493506,0.434701299,0.325974026,0.994805195,0.23887013,2.406493506,5.211688312,0.454766234,0.461415584,1.3,0.69325974,1.855844156,1.206493506,2.488311688,3.68961039,0.981818182,0.590909091,0.462337662,1.074025974,1.893506494,7.072727273,11.94805195,0.165753247,0.496402597,0.296103896,6.932467532,14.71038961,10.77272727,7.985714286,1.562337662,1.820779221,13.35064935,18.92207792,0.572727273,1.092207792,1.65974026,0.050272727,-2.361038961,-0.387012987,-2.749350649,0.103896104
2014,16,CHI,Jusuf Nurkic,Late 1st round,203994,Big,48.3030303,11.54545455,12.21818182,1.539393939,3.263636364,0.445151515,0.006060606,0.024242424,0.095787879,1.533333333,3.23030303,0.447030303,0.445727273,0.809090909,0.592818182,1.321212121,1.157575758,1.957575758,3.133333333,0.372727273,0.296969697,0.660606061,0.684848485,1.845454545,3.893939394,11.15151515,0.006666667,0.492818182,0.410757576,10.81818182,18.88181818,14.83333333,4.681818182,1.193939394,3.881818182,16.88181818,17.47878788,0.375757576,0.881818182,1.254545455,0.058151515,-4.412121212,0.366666667,-4.060606061,0.003030303
2014,17,BOS,James Young,Late 1st round,203923,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2014,18,PHO,Tyler Ennis,Late 1st round,203898,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2014,19,CHI,Gary Harris,Late 1st round,203914,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2014,20,TOR,Bruno Caboclo,Late 1st round,203998,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2014,21,OKC,Mitch McGary,Late 1st round,203956,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2014,22,MEM,Jordan Adams,Late 1st round,203919,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2014,23,UTA,Rodney Hood,Late 1st round,203918,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2014,24,CHH,Shabazz Napier,Late 1st round,203894,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2014,25,HOU,Clint Capela,Late 1st round,203991,Big,48.3030303,11.54545455,12.21818182,1.539393939,3.263636364,0.445151515,0.006060606,0.024242424,0.095787879,1.533333333,3.23030303,0.447030303,0.445727273,0.809090909,0.592818182,1.321212121,1.157575758,1.957575758,3.133333333,0.372727273,0.296969697,0.660606061,0.684848485,1.845454545,3.893939394,11.15151515,0.006666667,0.492818182,0.410757576,10.81818182,18.88181818,14.83333333,4.681818182,1.193939394,3.881818182,16.88181818,17.47878788,0.375757576,0.881818182,1.254545455,0.058151515,-4.412121212,0.366666667,-4.060606061,0.003030303
2014,26,MIA,P.J. Hairston,Late 1st round,203798,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2014,27,PHO,Bogdan Bogdanovic,Late 1st round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,28,LAC,C.J. Wilcox,Late 1st round,203912,Guard,49.80645161,10.25806452,14.22365591,1.868817204,4.605376344,0.390903226,0.449462366,1.402150538,0.281225806,1.419354839,3.215053763,0.426774194,0.436655914,0.821505376,0.741053763,1.095698925,0.407526882,1.215053763,1.621505376,1.555913978,0.539784946,0.111827957,0.977419355,1.33655914,5.007526882,9.923655914,0.296322581,0.47572043,0.248548387,3.538709677,9.687096774,6.617204301,16.62903226,1.91827957,0.703225806,16.34408602,19.80322581,0.129032258,0.688172043,0.809677419,0.020569892,-2.610752688,-1.231182796,-3.84516129,-0.093548387
2014,29,OKC,Josh Huestis,Late 1st round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,30,SAS,Kyle Anderson,Late 1st round,203937,Forward,49.375,11.81944444,13.39861111,1.786111111,4.077777778,0.435291667,0.2125,0.690277778,0.186486111,1.580555556,3.391666667,0.459694444,0.459708333,0.723611111,0.640763889,1.069444444,0.870833333,1.794444444,2.670833333,0.626388889,0.405555556,0.356944444,0.6625,1.475,4.508333333,11.3,0.163680556,0.487416667,0.271847222,7.75,15.12638889,11.43611111,7.304166667,1.608333333,1.833333333,13.20833333,18.46944444,0.388888889,0.745833333,1.127777778,0.049083333,-3.029166667,-0.638888889,-3.663888889,-0.011111111
2014,31,MIL,Damien Inglis,2nd round,203996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,32,PHI,K.J. McDaniels,2nd round,203909,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2014,33,CLE,Joe Harris,2nd round,203925,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2014,34,NYK,Cleanthony Early,2nd round,203921,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2014,35,UTA,Jarnell Stokes,2nd round,203950,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2014,36,MIL,Johnny O'Bryant III,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,37,TOR,DeAndre Daniels,2nd round,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,38,DET,Spencer Dinwiddie,2nd round,203915,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
2014,39,PHI,Jerami Grant,2nd round,203924,Forward,37.125,7.052083333,11.26666667,1.436458333,3.259375,0.427395833,0.157291667,0.542708333,0.152552083,1.283333333,2.713541667,0.451291667,0.448052083,0.679166667,0.6306875,0.982291667,0.763541667,1.470833333,2.244791667,0.54375,0.336458333,0.24375,0.544791667,1.261458333,3.709375,10.884375,0.150583333,0.483739583,0.324614583,7.789583333,14.79375,11.26666667,7.5125,1.484375,1.652083333,12.89791667,17.61979167,0.344791667,0.53125,0.877083333,0.051552083,-3.160416667,-0.758333333,-3.930208333,0.032291667
2014,40,MIN,Glenn Robinson III,2nd round,203922,Guard,37.62626263,5.919191919,12.01010101,1.506060606,3.841414141,0.384838384,0.373737374,1.160606061,0.272030303,1.135353535,2.680808081,0.41530303,0.429373737,0.667676768,0.695828283,0.895959596,0.341414141,1.016161616,1.346464646,1.317171717,0.432323232,0.102020202,0.825252525,1.06969697,4.046464646,9.103030303,0.294212121,0.466222222,0.239050505,3.513131313,10.12222222,6.809090909,16.66464646,1.881818182,0.635353535,17.05555556,19.99191919,0.026262626,0.390909091,0.42020202,-0.001575758,-3.419191919,-1.670707071,-5.095959596,-0.174747475
